file_name,label,y,site_name,status,client_ip,orig_len,post_skip_len,valid_len,n_packets_raw,n_packets_used,seq_len,skip_n,base_seq_len_before_handshake_removal,handshake_len_packets,source_base_name,cache_build_note,input_condition
clear_sample_0076,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1062,1062,1062,1062,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0077,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1058,1058,1058,1058,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0078,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1156,1156,1156,1156,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0079,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1110,1110,1110,1110,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0080,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1110,1110,1110,1110,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0081,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1144,1144,1144,1144,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0082,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1112,1112,1112,1112,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0083,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1107,1107,1107,1107,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0084,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1107,1107,1107,1107,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0085,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1150,1150,1150,1150,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0086,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,4492,4492,1276,4492,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0087,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,4760,4760,1276,4760,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0088,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,5113,5113,1276,5113,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0089,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,4344,4344,1276,4344,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0090,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,5317,5317,1276,5317,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0091,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1121,1121,1121,1121,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0092,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1111,1111,1111,1111,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0093,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1224,1224,1224,1224,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0094,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,5177,5177,1276,5177,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0095,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,5258,5258,1276,5258,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0096,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,4295,4295,1276,4295,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0097,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1020,1020,1020,1020,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0098,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1074,1074,1074,1074,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0099,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1180,1180,1180,1180,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0100,clear,0,clear_site_01,ok,CLIENT_IP_REDACTED,1178,1178,1178,1178,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
clear_sample_0101,clear,0,clear_site_02,ok,CLIENT_IP_REDACTED,1203,1203,1203,1203,506,1276,0,526,20,anonymized_direction_sequence_cache,"Post-handshake cache built as raw direction sequence[20:526], therefore fixed input length is 506.",10s_fixed_seq_len_1276_within_initial_20s
